bh_pub_index;bh_pub_XCOORD;bh_pub_YCOORD;bh_pub_ZCOORDB;bh_pub_ORIGNAME;bh_pub_NAMEPUB;bh_pub_SHORTNAME;bh_pub_BOHREDAT;bh_pub_BOHRTYP;bh_pub_GRUND;bh_pub_RESTRICTIO;bh_pub_TIEFEMD;bh_pub_DEPTHFROM;bh_pub_DEPTHTO;bh_pub_LAYERDESC;bh_pub_ORIGGEOL;bh_pub_LITHOLOGY;bh_pub_LITHOSTRAT;bh_pub_CHRONOSTR;bh_pub_TECTO;bh_pub_USCS1;bh_pub_USCS2;bh_pub_USCS3;bh_pub_geometry;bh_pub_geom4326;bh_pub_x4326;bh_pub_y4326
67452;2729201.0;1276169.0;538.5;Kreuzlingen_1;Kreuzlingen_1;UVE4GYC800;1962-10-14;B;geotherm;f;2550.0;480.0;492.5;"- do., grauer Mergelstein vorherrschend;
- Feinsandstein, grau, hart, zunehmend bei 482,5 m;
- do., weniger Mergelstein, kohlig in Probe, bei 487,0 m Sandsteine zunehmend bis zu 10 %,  490,0 m mit Schalenresten.";Obere Suesswassermolasse;SkpMe;;Ter;;;;;POINT (2729201 1276169);POINT (9.157483561138358 47.62345497518403);9.157483561138356;47.62345497518403
67453;2729201.0;1276169.0;538.5;Kreuzlingen_1;Kreuzlingen_1;UVE4GYC800;1962-10-14;B;geotherm;f;2550.0;492.5;495.0;* - Sandsteine wenig glimmrhaltig, fossilreicher Mergelstein, kohlig, weich.;Obere Suesswassermolasse;Sksun;;Ter;;;;;POINT (2729201 1276169);POINT (9.157483561138358 47.62345497518403);9.157483561138356;47.62345497518403
67454;2729201.0;1276169.0;538.5;Kreuzlingen_1;Kreuzlingen_1;UVE4GYC800;1962-10-14;B;geotherm;f;2550.0;495.0;497.5;"- Mittelfeinsandstein (70 %), hellgrau bis mittelgrau, rötlich, gelblich und bräunlich
verfärbt, mittelweich (zerreibbar) bis mittelhart, kalkig, etwas mergelig, dunkle und farbige Körner bis ca. 15 %, wenig glimmerhaltig;
- Mergelstein (20 %), beige , braungelb, ocker, hellgrau, grünlich, rötlich, weich bis
mittelweich, z.T. etwas feinsandig;
- Tonstein bis Mergelstein (5 %), braungrün, ""fettig"" bis dunkelgrau, weich, z.T. als
Mergel, kehlig ausgebildet;
- Feinsandstein (5 %), grünlichgrau bis gelblichgrau, weich bis mit telhart, kalkig, z.T. auch bunt.";Obere Suesswassermolasse;Sksun;;Ter;;;;;POINT (2729201 1276169);POINT (9.157483561138358 47.62345497518403);9.157483561138356;47.62345497518403
67431;2729201.0;1276169.0;538.5;Kreuzlingen_1;Kreuzlingen_1;UVE4GYC800;1962-10-14;B;geotherm;f;2550.0;497.5;505.0;"- Mergelstein (80 %), gelb, braun, ocker, hellgrau., violett, rötlich, weinrot, mittelgrau,
z.T. glimmerhaltig , weich bis mittelweich;
- Mergelstein bis Tonstein (10 %), graugrün, dunkelgrau, wenig kalkig , weich, etwas feinsandig, z.T. etwas kohleführend;
- Mittelfeinsandstein und Feinsandstein (10 %), wie in Probe 495,0 m.";Obere Suesswassermolasse;SkpMe;;Ter;;;;;POINT (2729201 1276169);POINT (9.157483561138358 47.62345497518403);9.157483561138356;47.62345497518403
67432;2729201.0;1276169.0;538.5;Kreuzlingen_1;Kreuzlingen_1;UVE4GYC800;1962-10-14;B;geotherm;f;2550.0;505.0;507.5;"- Feinsandstein (95 %), hellgrau, weich bis mittelweich, zerreibbar, z .T. siltig und mergelig, etwas glilmmerführend ;
- Mergelstein (5 %), braun bis gelbbraun , grünlich, weich, feinsandig bis siltig.";Obere Suesswassermolasse;Sksun;;Ter;;;;;POINT (2729201 1276169);POINT (9.157483561138358 47.62345497518403);9.157483561138356;47.62345497518403
67433;2729201.0;1276169.0;538.5;Kreuzlingen_1;Kreuzlingen_1;UVE4GYC800;1962-10-14;B;geotherm;f;2550.0;507.5;512.5;"- Mergelstein (70 %), ocker, braun, hellgrau, gelb, rötlich, weich, z .T. feinsandig bis siltig;
- Feinsandstein (20 %), hellgrau bis olivgrün, mittelweich bis mittelhart, kalkig, schwach
glimmerhaltig , z . T. Mittelfeinsandstein, weich, mittelgrau , mit ca . 20 % dunklen
oder farbigen Körnern, kalkig;
- Mergelstein bis Tonstein (10 %), dunkelgrau, graugrün, oliv, graubraun, weich, z.T. stark glimmerführend, z.T. gefleckt.";Obere Suesswassermolasse;SkpMe;;Ter;;;;;POINT (2729201 1276169);POINT (9.157483561138358 47.62345497518403);9.157483561138356;47.62345497518403
67430;2729201.0;1276169.0;538.5;Kreuzlingen_1;Kreuzlingen_1;UVE4GYC800;1962-10-14;B;geotherm;f;2550.0;512.5;517.5;"- Mergelstein (90 %), rötlich, braun, gelb, ocker, hellgrau, weich, z.T. etwas feinsandig;
- Mergelstein (5 %), dunkelbraun, mittelgrau, z.T. gefleckt, weich bis mittelhart, kompakt bis splitterig, etwas Glimmeranreicherungen auf Schichtflächen;
- Feinsandstein (5 %), grau, grünlichgrau, mittelhart, etwas feingeschichtet, kalkig, mergelig, wenig glimmerhaltig, wenig Mittelfeinsandstein, mit bis zu 30% farbigen und
dunklen Körnern.";Obere Suesswassermolasse;SkpMe;;Ter;;;;;POINT (2729201 1276169);POINT (9.157483561138358 47.62345497518403);9.157483561138356;47.62345497518403
67456;2729201.0;1276169.0;538.5;Kreuzlingen_1;Kreuzlingen_1;UVE4GYC800;1962-10-14;B;geotherm;f;2550.0;517.5;520.0;"- Mergelstein (60 %), bräunlich-grau, oliv, rötlich, ocker, weinrot, günlich, weich bis mittelweich, leicht feinsandig-siltig, wenig glimmerführend;
- Feinsandstein (30 %), mittelgrau bis bunt, grüngrau, mittelweich bis mittelhart, z.T. mergelig, kalkig, etwas glimmerführend;
- Mittelfeinsandstein (10 %), mittelgrau bis bunt, weich, zerreibbar, Anteil bunter Körner bis 30 %;
* - Einzelnes Schalenfragment, 1 cm lang.";Obere Suesswassermolasse;SkpMe;;Ter;;;;;POINT (2729201 1276169);POINT (9.157483561138358 47.62345497518403);9.157483561138356;47.62345497518403
67457;2729201.0;1276169.0;538.5;Kreuzlingen_1;Kreuzlingen_1;UVE4GYC800;1962-10-14;B;geotherm;f;2550.0;520.0;522.5;"- Mergelstein (60 %), beige, grau, z.T. ockergefleckt und durchzogen, mittelweich bis
mittelhart, splitteriger Bruch;
- Feinsandstein (20 %), grau, mittelhart, kalkig, mit z.T. grösseren, grünen Körnern;
- Mergelstein (10 %), ocker, rostrot, gelblichgrau, mittelhart, feinsandig;
- Feinsandstein (10 %) , grau, mittelweich, mergelig;
- Metallsplitter.";Obere Suesswassermolasse;SkpMe;;Ter;;;;;POINT (2729201 1276169);POINT (9.157483561138358 47.62345497518403);9.157483561138356;47.62345497518403
67458;2729201.0;1276169.0;538.5;Kreuzlingen_1;Kreuzlingen_1;UVE4GYC800;1962-10-14;B;geotherm;f;2550.0;522.5;525.0;"- Mergelstein (90 %), rötlich, ocker, olivgrau, gelbgrau, mittelweich, z.T. wenig violett
und weinrot;
- Sandstein ganz untergeordnet.";Obere Suesswassermolasse;SkpMe;;Ter;;;;;POINT (2729201 1276169);POINT (9.157483561138358 47.62345497518403);9.157483561138356;47.62345497518403
67455;2729201.0;1276169.0;538.5;Kreuzlingen_1;Kreuzlingen_1;UVE4GYC800;1962-10-14;B;geotherm;f;2550.0;525.0;530.0;"- do., dazu untergeordnet;
* - Mergelstein, dunkelgrau, kohlig und glimmerhaltig, weich;
- Feinsandstein, graublau, weich, mergelig, stark glimmerhaltig;
- Mergelstein, grau, etwas feingeschichtet, plattig.";Obere Suesswassermolasse;SkpMe;;Ter;;;;;POINT (2729201 1276169);POINT (9.157483561138358 47.62345497518403);9.157483561138356;47.62345497518403
67459;2729201.0;1276169.0;538.5;Kreuzlingen_1;Kreuzlingen_1;UVE4GYC800;1962-10-14;B;geotherm;f;2550.0;530.0;535.0;- do., wenige ganz kleine Gerölle, schwach gerundet, zunehmend Mergelstein, gelblich, in 532,5 m kohliger Mergelstein, Schalenreste, ca. 1 %.;Obere Suesswassermolasse;SkpMe;;Ter;;;;;POINT (2729201 1276169);POINT (9.157483561138358 47.62345497518403);9.157483561138356;47.62345497518403
67460;2729201.0;1276169.0;538.5;Kreuzlingen_1;Kreuzlingen_1;UVE4GYC800;1962-10-14;B;geotherm;f;2550.0;535.0;537.5;"- Mergelstein (60 %), rötlichbraun, violettbraun, ockergelb, hellgrau, gelb, weich bis mittelweich, z.T. etwas feinsandig;
- Mergelstein (20 %), grüngrau, rotbraun, oliv, gelbgrau, ockergelb, weinrot, grünlich, grünlichgrau und weinrot gefleckt, mittelweich bis hart, feinsandig;
- Mergelstein (10 % ), grau, graugrün, beige, mittelweich bis mittelhart, plattig;
- Mittelfeinsandstein (10 %), gelb, grau, weinrot, mittelweich, z.T. zerreibbar. Anteil dunkler und farbiger Körner ( z.T. eckig ) etwa 15-30 % , kalkig, z.T. mergelig.";Obere Suesswassermolasse;SkpMe;;Ter;;;;;POINT (2729201 1276169);POINT (9.157483561138358 47.62345497518403);9.157483561138356;47.62345497518403
67461;2729201.0;1276169.0;538.5;Kreuzlingen_1;Kreuzlingen_1;UVE4GYC800;1962-10-14;B;geotherm;f;2550.0;537.5;538.5;"- Mergelstein (70 % ), graubraun, weinrot, gelbgrün, z.T. feingeschichtet, dunkelbraun, graugrün, gelb, weich, bröckelig;
- Mergelstein (20 %), graugrün, grau, violettbraun, ocker, mittelhart, siltig bis feinsandig;
- Feinsandstein ( 5 %), grau, hart Anteil dunkler Körner ca. 10 %, stark kalkig;
- Mittelfeinsandstein ( 5 % ), grau, wenig bunt , mittelhart, kalkig, Anteil dunkler und  farbiger Körner ca. 15 %.";Obere Suesswassermolasse;SkpMe;;Ter;;;;;POINT (2729201 1276169);POINT (9.157483561138358 47.62345497518403);9.157483561138356;47.62345497518403
67466;2729201.0;1276169.0;538.5;Kreuzlingen_1;Kreuzlingen_1;UVE4GYC800;1962-10-14;B;geotherm;f;2550.0;538.5;542.5;"- Mergelstein ( 60 %), braun, grau, ocker, violett, grau-braun, kohleführend, Schalenreste, hellgrau, z.T. feingeschichtet, mittelweich, Z.T. feinsandig-siltig;
- Feinsandstein bis Mittelfeinsand  (35 % ), graugrün, olivgrün, grau, hart bis mittelweich,
kalkig, z.T. feingeschichte, dunkle, rote und grünliche Körner 5 % kalkig, z.T. mergelig,
wenig glimmerführend;
- Kalkstein (5 %),  graugrünlich mittelhart uncl beige, hart (Geröll) ;
Pyritaggregaten mit Schalenresten.
- Feinsand lose,  grünlich gefärbt, ? glaukonitisch";Meeresmolasse;SkpMe;;Ter;;;;;POINT (2729201 1276169);POINT (9.157483561138358 47.62345497518403);9.157483561138356;47.62345497518403
67467;2729201.0;1276169.0;538.5;Kreuzlingen_1;Kreuzlingen_1;UVE4GYC800;1962-10-14;B;geotherm;f;2550.0;542.5;545.0;"- Feinsand und Silt (50 %), vorwiegend Quarz, farbige, dunkle und vor allem grüinliche Körner (Glaukonit ?) etwa 20 %;
- Feinsandstein (20 %), grau-grün, hellgrau, gelb-grau, rötlich, kalkig, mittelweich bis hart, wenig glimmerführend, farbige Körner bis 25 %;
- Mergelstein (20 %), dunkelsamtgrün, feingeschichtet, rötlich-braun gefleckt, braun,
weich, bröckelig, z.T. feingeschichtet;
- Mergelstein (10 %), rotbraun, rot, violett, dunkelgrau, weich bis hart, glimmerführend
und stark feinsandig, z.T. kohlig mit Schalenresten.";Meeresmolasse;Sksun;;Ter;;;;;POINT (2729201 1276169);POINT (9.157483561138358 47.62345497518403);9.157483561138356;47.62345497518403
67462;2729201.0;1276169.0;538.5;Kreuzlingen_1;Kreuzlingen_1;UVE4GYC800;1962-10-14;B;geotherm;f;2550.0;545.0;547.5;"- do., dazu
- Mittelfeinsandstein (5 %), hellgrünlich-grau, weich, zerreibbar, dunkle Körner und ? Glaukonit etwa bis 20 %, kalkig;
- Mergelstein (1 %), gelbgrün, hart, etwas glimmerführend;
- rotes Quarzgeröll.";Meeresmolasse;Sksun;;Ter;;;;;POINT (2729201 1276169);POINT (9.157483561138358 47.62345497518403);9.157483561138356;47.62345497518403
67468;2729201.0;1276169.0;538.5;Kreuzlingen_1;Kreuzlingen_1;UVE4GYC800;1962-10-14;B;geotherm;f;2550.0;547.5;552.5;"- do., dazu
* - Mergelstein (1 %), kehlig, dunkelgrau, weich;
- do., aber
- Feinsand bis 80 %.";Meeresmolasse;Sksun;;Ter;;;;;POINT (2729201 1276169);POINT (9.157483561138358 47.62345497518403);9.157483561138356;47.62345497518403
67469;2729201.0;1276169.0;538.5;Kreuzlingen_1;Kreuzlingen_1;UVE4GYC800;1962-10-14;B;geotherm;f;2550.0;552.5;562.5;"- Feinsand bis Mittelfeinsand (80 %), (wenig Stein), vorwiegend Quarz, farbige, dunkle
und vor allem grünliche Körner (? Glaukonit), bis 20 %, rosa und hellflaschengrüner Quarz neben farblosem vorwiegend, wenig Glimmerblättchen;
- Mergelstein (5 %), braungelb, grau, rotbraun, z.T. gefleckt, weich, wahrscheinlich Nachfall (meiste Stücke über 1 cm Ø);
* - Mergelstein (5 %), dunkelgrau, kohlig, weich,  z.T. etwas glimmerführend und feinsandig;
- Feinsandstein (5 %), grüngrau, ockergelb, olivgrau, rotbraun, violettrot , mittelweich
bis mittelhart, mergelig, z.T. glimmerführend und ? glaukonitführend, z.T. Nachfall;
- Mergelstein (5 %), mittelgrau-grün, weich, bröckeliger Bruch, Schalenreste (Nachfall aus
der OSM) in 555,0 m, 557,5 m und 560,0 m;
- bei 560,0 m Geröll, violett-brauner Hornstein.";Meeresmolasse;Sksun;;Ter;;;;;POINT (2729201 1276169);POINT (9.157483561138358 47.62345497518403);9.157483561138356;47.62345497518403
67475;2729201.0;1276169.0;538.5;Kreuzlingen_1;Kreuzlingen_1;UVE4GYC800;1962-10-14;B;geotherm;f;2550.0;562.5;565.0;"- Feinsand bis Mittelfeinsand (80 %), (wenig Stein), grünlichgrau, vorwiegend Quarz, rosa
und hellgrün neben farblos vorwiegend, dunkle Körner (vorwiegend dunkelgrau und dunkelgrün) bis zu 20 %, wenig Glimmer; 
- Mergelstein (10 %), rotbraun , hellgrau, ocker, grüngrau, mittelweich, z.T. stark feinsandig und etwas glimmerhaltig;
- Feinsandstein (7 %), hellgrau, graugrün, mittelhart, mergelig, etwas glimmerführend:
- Mergelstein (3 %), mittelgrau, weich, bröckelig, etwas glimmerführend mit wenig Schalenresten.";Meeresmolasse;Sksun;;Ter;;;;;POINT (2729201 1276169);POINT (9.157483561138358 47.62345497518403);9.157483561138356;47.62345497518403
67476;2729201.0;1276169.0;538.5;Kreuzlingen_1;Kreuzlingen_1;UVE4GYC800;1962-10-14;B;geotherm;f;2550.0;565.0;577.5;"- Feinsand bis Mittelfeinsand (wenig-Stein) (75 %), hellgraugrün, vorwiegend farbloser,
hellrosa und hellgrüner Quarz, wenig Glimmer, dunkle Körner bis 20 %;
- Feinsandstein (15 %), mittelgrau, graubraun, hellgraugrünlich, mittelweich bis mittelhart, Glimmeranreicherung stark auf Schichtflächen, sporadisch auch Pflanzenhächsel in 565,0 m,
kalkig, plattig;
- Mergelstein (10 %), hellviolett-ockergelbgrüngrau gefleckt, etwas feinsandig, eventuell Nachfall (grosse Stücke), z.T. kohlig in 567,5 m, 570,0 m, 575,0 m;
- Kalkgerölle, beige (in 565,0 m), dunkelgrau, weiss durchädert (in 565,0 m bis 575 ,0 m), hart;
- Radiolaritgerölle.";Meeresmolasse;Sksun;;Ter;;;;;POINT (2729201 1276169);POINT (9.157483561138358 47.62345497518403);9.157483561138356;47.62345497518403
67477;2729201.0;1276169.0;538.5;Kreuzlingen_1;Kreuzlingen_1;UVE4GYC800;1962-10-14;B;geotherm;f;2550.0;577.5;580.0;"- Feinsand bis Mittelfeinsand (80 %), grüngrau, Quarzkörner vorwiegend farblos und hellgrün, dunkle Körner etwa 30%! wenig glimmerführend;
- Feinsandstein (10 %), hellmittelgrau bis grünmittelgrau, weich bis mittelweich, geschichtet,
Schichtflächen mit Glimmer belegt und etwas verkohlte Pflanzenreste auf den Flächen, kalkig;
- Mittelfeinsandstein (5 %), mittelgraugrünlich, dunkle (Glaukonit-) Körner bis 30 %! weich,
zerreibbar, kalkig, glimmerführend;
- Mergelstein (4 %), ockerbraun-gelb und grau gefleckt, weich bis mittelweich, etwas glimmerführend;
- Mergelstein (1 %), dunkelgrau, kohleführend mit Schalenresten, weich, bröckelig und grau-rot-braun, mittelweich bis hart, etwas feinsandig, (beides eventuell Nachfall).";Meeresmolasse;Sksun;;Ter;;;;;POINT (2729201 1276169);POINT (9.157483561138358 47.62345497518403);9.157483561138356;47.62345497518403
67474;2729201.0;1276169.0;538.5;Kreuzlingen_1;Kreuzlingen_1;UVE4GYC800;1962-10-14;B;geotherm;f;2550.0;580.0;585.0;"- do., und dazu
- Kalkgerölle, dunkelgrau, Kalkstück hellgrau, splitterig, Kalkstück bräunlichgrau plattig;
- rotes Geröll (Quarzporphyr oder Granit) in 582,5 m;
* - Mergelstein dunkelgraubraun (kohlig) und
- Kalksplitter dunkelgrau.";Meeresmolasse;Sbcun;;Ter;;;;;POINT (2729201 1276169);POINT (9.157483561138358 47.62345497518403);9.157483561138356;47.62345497518403
67463;2729201.0;1276169.0;538.5;Kreuzlingen_1;Kreuzlingen_1;UVE4GYC800;1962-10-14;B;geotherm;f;2550.0;585.0;595.0;"- Feinsand bis Mittelfeinsand (95%), grüngrau, Quarz farblos, hellgrün, dunkle (z.T. Glaukonit) Körner ca. 20 %, wenig Glimmerblättchen;
- Feinsandstein bis Mittelfeinsandstein ( 5 %), hellgrau, mittelgraugrün, graubraun, graugelb, mittelweich bis mittelhart, kalkig, dunkle Körner bis 20 %, bei Mittelfeinsandstein
meist Glaukonit, Glimmeranreicherung auf den Schichtflächen, z.T. mergelig;
- unter geordnet, Mergelstein , ockerbraun, hart, etwas glimmerhaltig, Kalkgerölle dunkelgrau und mittelgraugrün;
- bei 590,0 m einzelnes Quarzkorn, farblos, 2 mm und beiger Kalksplitter (Geröll), etwas zunehmend Mergelstein, ockerfarbig, braun, grau, hart.";Meeresmolasse;Sksun;;Ter;;;;;POINT (2729201 1276169);POINT (9.157483561138358 47.62345497518403);9.157483561138356;47.62345497518403
67464;2729201.0;1276169.0;538.5;Kreuzlingen_1;Kreuzlingen_1;UVE4GYC800;1962-10-14;B;geotherm;f;2550.0;595.0;600.0;"- Feinsand bis Mittelfeinsand (30 %), Quarzkörner, z.T. etwas eckig, farblos, grau, hellgrün, rosa, dunkle Körner etwa 10 %;
- Mergelstein (20 %), ockergelb, rost-rotbraun, hellgrau, weinrot, z.T. gefleckt , weich,
plattig bis bröckelig, z .T. etwas feinsandig;
- Feinsandstein (20 %), grau, graugrün, hellrotbraun, orange, gelbgrün, mittelweich bis hart, plattig, z.T. mit Glimmeranreicherung auf den Schichtflächen, kalkig;
- Mergelstein (15 %), dunkelgrau bis graubraun, weich, bröckelig mit wenig Glimmer blättchen kohleführend; 
- Mittelfeinsandstein (15 %), grau, weich bis mittelhart, stark kalkig, dunkle Körner (Glaukonit) ca. 20 %;
- Kalkgeröll, beige-dunkelgrau mit Kalzitadern ca. 5 mm Ø.";Meeresmolasse;Sksun;;Ter;;;;;POINT (2729201 1276169);POINT (9.157483561138358 47.62345497518403);9.157483561138356;47.62345497518403
67465;2729201.0;1276169.0;538.5;Kreuzlingen_1;Kreuzlingen_1;UVE4GYC800;1962-10-14;B;geotherm;f;2550.0;600.0;605.0;"- Mittelfeinsand (60 %), mittelgrau, graugrün, Quarze farblos, etwas ? Feldspäte, fleischrot, plattig und weisslich, dunkle Körner (Glaukonit) etwa bis 30 %;
- Mittelfeinsandstein (20 %), mittelgrau, gesprenkelt, mit ca. 30 % gerundeten Glaukonitkörnern, mittelweich, Kalzitkristalle, Schalenreste, etwas Glimmer;
- Feinsandstein (10%), grau, mittelhart, glimmerhaltig, kalkig;
- Mergelstein (10 %), hellgrau, ockergelb, beige, z.T. gefleckt mit rostbraun, weich
bis mittelhart, z.T. feinsandig, wenig glimmerführend;
- Kalk und Quarzgerölle- und -Splitter, Stück von Kalk, etwas kreidig, feinsandig, glimmerhaltig, hart, weissgrau;
- Kalkstück, grau, mergelig, feinsandig, glimmerhaltig mit Kohlehäutchen, wechselgelagert.";Meeresmolasse;Sksun;;Ter;;;;;POINT (2729201 1276169);POINT (9.157483561138358 47.62345497518403);9.157483561138356;47.62345497518403
67472;2729201.0;1276169.0;538.5;Kreuzlingen_1;Kreuzlingen_1;UVE4GYC800;1962-10-14;B;geotherm;f;2550.0;605.0;620.0;"- Mittelfeinsandstein bis Feinsandstein mit Uebergängen zu Kalkstein, ""Muschelsandstein"",
(9 %), mittelgrau, mittelweich bis mittelhart, etwas glimmerführend, dunkle Körne (Glaukonit) bis 30 %, kalkig, z.T. plattig mit Glimmer auf Schichtflächen, mit wenig Kohlenresten;
- Mergelstein (10 %), weissgrau, mittelweich, kreidig, etwas feinsandig, wenig gelbbraungrau gefleckt;
- Kalkgerölle, beige, dunkelbraungrau, schwarzgrau, ca. 5 mm Ø;
- Quarzgeröll ca. 7 mmØ  in Probe 610,0 m;
- Kalzitkristall, weiss, 7 mm lang, in Probe 615,0 m Mittelfeinsand und Feinsand bis ca.
20 %;
- bei Proben 610,0 m und 615,0 m Muschelsandstein abnehmend.";Meeresmolasse;Sksun;;Ter;;;;;POINT (2729201 1276169);POINT (9.157483561138358 47.62345497518403);9.157483561138356;47.62345497518403
67473;2729201.0;1276169.0;538.5;Kreuzlingen_1;Kreuzlingen_1;UVE4GYC800;1962-10-14;B;geotherm;f;2550.0;620.0;630.0;"- Feinsandstein (90 %), mittelgrau, mittelweich bis hart, feingeschichtet, plattig, mit Glimmeranreicherung und kohligem Pflanzenhächsel auf den Schichtflächen, kalkig;
- Mergelstein (5 %), ""Schiefermergel"", mittelgrau bis hellgrau, mittelweich, feinsandig, glimmerhaltig;
- Kalkgerölle (5 %), dunkelbraun, grau, beige;
- Mittelfeinsand (in 625,0m bis 20 %), Glaukonit ganz untergeordnet, Quarz und Kalkkörner vorwiegend.";Meeresmolasse;Sksun;;Ter;;;;;POINT (2729201 1276169);POINT (9.157483561138358 47.62345497518403);9.157483561138356;47.62345497518403
67470;2729201.0;1276169.0;538.5;Kreuzlingen_1;Kreuzlingen_1;UVE4GYC800;1962-10-14;B;geotherm;f;2550.0;630.0;635.0;"- Mittelfeinsandstein (60 %), mittelgrau, mittelweich, plattig bis bröckelig, ziemlich kalkig, glimmerhaltig, dunkle Körner etwa 20 % (vorwiegend Glaukonit);
- Feinsandstein (35 %), hell-mittelgrau, mittelhart, feingeschichtet-plattig, Glimmer und kohlige Flecken auf den Schichtflächen, kalkig;
- Geröllstücke (5 %), Kalkstein, beige, schwarz; Quarz, rosa; Granit, fleischrot, Hornstein,
schwarz.";Meeresmolasse;Sksun;;Ter;;;;;POINT (2729201 1276169);POINT (9.157483561138358 47.62345497518403);9.157483561138356;47.62345497518403
67471;2729201.0;1276169.0;538.5;Kreuzlingen_1;Kreuzlingen_1;UVE4GYC800;1962-10-14;B;geotherm;f;2550.0;635.0;660.0;"- do. ohne Gerölle, Feinsandstein (50 %), Mittelfeinsandstein (40 %), mehr Pflanzenhächsel;
- Feinsandstein (40 %), mittelgrau, stark kalkig, hart, plattig, bis mergelig, weich,(""Schiefermergel"") glimmerstaubig auf den Schichtflächen;
- Mittelfeinsandstein (30 %), hell-mittelgrau, weich, kalkig, dunkle Körner (grün, hellgrün, rosa) ca. 30 %, auf den Schichtflächen sporadisch Kohlehäutchen und dünne Mergelzonen zwischengelagert;
- Feinsand und Mittelfeinsand (30 %), mittelgrau, vorwiegend Quarz und etwas Glimmer, kalkhaltig;
- einzelnes Geröll, fleischfarbener Granit Ø 4 mm in Probe 645,0 m.";Meeresmolasse;Sksun;;Ter;;;;;POINT (2729201 1276169);POINT (9.157483561138358 47.62345497518403);9.157483561138356;47.62345497518403
67479;2729201.0;1276169.0;538.5;Kreuzlingen_1;Kreuzlingen_1;UVE4GYC800;1962-10-14;B;geotherm;f;2550.0;660.0;685.0;"- Mittelfeinsand bis Feinsand (70 %), mittelgraugrün, Anteil von Glaukonitkörnern bis 50 %, Glimmer etwa 5 %;
- Mittelfeinsandstein (20 %), mittelgraugrün, weich, kalkig, leicht glimmerhaltig, dunkle Körner bis 50 % (vorwiegend Glaukonit, wenig rote Körner);
- Feinsandstein (10 %), mittelgrau, mittelweich, bis hart, geschichtet mit Glimmer und wenig
 Kohle auf den Schichtflächen;
- bei Probe 670,0 m wenig Mergelstein, (""Schiefermergel""), mittelgrau, feingeschichtet, glimmerführend, blättrig, als Zwischenlagen im Mittelfeinsandstein;
- in Probe 680,0 m etwa 80 % Feinsandstein, mittelgrau, hart, geschichtet mit Glimmer und selten Kohle auf den Schichtflächen (""Schiefermergel"");
* - Probe 665,0 m ''Muschelsandstein"", wenige Prozent (? Nachfall).";Meeresmolasse;Sksun;;Ter;;;;;POINT (2729201 1276169);POINT (9.157483561138358 47.62345497518403);9.157483561138356;47.62345497518403
67480;2729201.0;1276169.0;538.5;Kreuzlingen_1;Kreuzlingen_1;UVE4GYC800;1962-10-14;B;geotherm;f;2550.0;685.0;695.0;"- Feinsandstein (95 %), mittelgrau, mittelweich bis mittelhart, feingeschichtet, kalkig, z.T. etwas mergelig (""Schiefermergel"") plattig; Schichtflächen mit ca. 30 % Glimmer belegt;
wenige kohlige Reste;
- Mittelfeinsandstein (5 %), mittelgrau, mittelweich, kalkig , dunkle Körner ca. 20 %, vorwiegend Glaukonit.";Meeresmolasse;Sksun;;Ter;;;;;POINT (2729201 1276169);POINT (9.157483561138358 47.62345497518403);9.157483561138356;47.62345497518403
67481;2729201.0;1276169.0;538.5;Kreuzlingen_1;Kreuzlingen_1;UVE4GYC800;1962-10-14;B;geotherm;f;2550.0;695.0;705.0;- do. aber ca. 20 % Mittelfeinsandstein und ca.30 % Mittelfeinsand sowie 50 % Feinsandstein wie vorher.;Meeresmolasse;Sksun;;Ter;;;;;POINT (2729201 1276169);POINT (9.157483561138358 47.62345497518403);9.157483561138356;47.62345497518403
67478;2729201.0;1276169.0;538.5;Kreuzlingen_1;Kreuzlingen_1;UVE4GYC800;1962-10-14;B;geotherm;f;2550.0;705.0;739.0;"- do. aber ca. 40 % Mittelfeinsandstein und ca. 40 % Mittelfeinsand sowie 20 % Feinsandstein;
- bei 725,0 m dunkelgraues Kalkgeröll Ø 4 mm sowie wenig bräunlichgrauer Mittelfeinsandstein weich;
- bei 730,0 m und 735,0m ca. 60 % Mittelfeinsand mit bis 1mm grossen Glimmerblättchen
(ca. 1 %)";Meeresmolasse;Sksun;;Ter;;;;;POINT (2729201 1276169);POINT (9.157483561138358 47.62345497518403);9.157483561138356;47.62345497518403
