bh_pub_index;bh_pub_XCOORD;bh_pub_YCOORD;bh_pub_ZCOORDB;bh_pub_ORIGNAME;bh_pub_NAMEPUB;bh_pub_SHORTNAME;bh_pub_BOHREDAT;bh_pub_BOHRTYP;bh_pub_GRUND;bh_pub_RESTRICTIO;bh_pub_TIEFEMD;bh_pub_DEPTHFROM;bh_pub_DEPTHTO;bh_pub_LAYERDESC;bh_pub_ORIGGEOL;bh_pub_LITHOLOGY;bh_pub_LITHOSTRAT;bh_pub_CHRONOSTR;bh_pub_TECTO;bh_pub_USCS1;bh_pub_USCS2;bh_pub_USCS3;bh_pub_geometry;bh_pub_geom4326;bh_pub_x4326;bh_pub_y4326
66754;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;0.0;2.0;Humus, Lehm und Kalkbrocken sowie aufgearbeiteter Sandstein.;Quartär;Uvvun;;q;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66755;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;2.0;2.5;100% Mittelfeinsandstein bis Mittelsandstein, hellmittelgrau, selten etwas gelblichgrau (verwittert), stark kalkig, mergelig, mäßig glimmerhaltig bis kaum feinglimmerführend, dunkle und bunte Körner bis 5%, hart, nicht absandend, rauher Griff.;Obere Süßwassermolasse (Tortonien);Sksun;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66756;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;2.5;3.5;"50% Mergelstein, gelblichgrau, weich; 40% Gerölle, meist kalkig, dunkelgrau, seltener beige, rotbraun, wenig Kristallin, Ø bis 10 mm; 10% Mittelfeinsandstein wie zuvor, Probe sonst stark durch Holz und kreidiges Pulver verunreinigt";Obere Süßwassermolasse (Tortonien);SkpMe;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66757;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;3.5;5.0;"70% Mergelstein wie zuvor, meist zerbohrt; 25% Gerölle wie zuvor; 5% Mittelfeinsandstein, gelblichgrau, sonst wie zuvor. Probe stark verunreinigt wie zuvor.";Obere Süßwassermolasse (Tortonien);SkpMe;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66758;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;5.0;10.0;"80% Mergelstein, gelblichbräunlichgrau, selten schwach gelblichgrün, fest bis weich, etwas feinsandig, z.T. schwach glimmerhaltig, z .T. etwas geschichtet (plattig); 15 % Gerölle wie zuvor mit Ø bis 20 mm, polygen; 5% Mittelfeinsandstein wie zuvor.";Obere Süßwassermolasse (Tortonien);SkpMe;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66759;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;10.0;15.0;"90% Mergelstein wie zuvor, z.T. auch dunkelbraunviolett sowie grünlichbeige und hellgrau, zur Hälfte zerbohrt; 10% Gerölle wie zuvor.";Obere Süßwassermolasse (Tortonien);SkpMe;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66760;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;15.0;20.0;"85% Mittelsandstein, schmutziggrau, kalkig, schwachmergelig, mäßig glimmerhaltig, dunkle und bunte Körner bis 15%, fest, absandend, rauher Griff; 10 % Mergelstein wie zuvor; 5% Gerölle wie zuvor.";Obere Süßwassermolasse (Tortonien);Sksun;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66761;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;20.0;30.0;"90% Feinmittelsandstein, kalkig, stark mergelig, bis mergelstein, feinmittelsandig, schwach glimmerstaubig, dunkle Körner bis 20%, mittelgelbgrau, braungelb, gelb- und weinrotfleckig, plattig; 10% Mergelstein, weich, wie zuvor, wenige Geröllbröckchen.";Obere Süßwassermolasse (Tortonien);Sksun;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66762;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;30.0;35.0;100% Mergelstein, mittelbeigegrau, weinrot, grünlich und ockergelb gefleckt, fest, splitterig, wenige Brocken Feinsandstein wie zuvor.;Obere Süßwassermolasse (Tortonien);SkpMe;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66763;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;35.0;40.0;"80% Mittelsandstein, gelblichgrau, kalkig, schwach mergelig, glimmerführend, dunkle und bunte Körner bis 5%, fest, mäßig absandend, rauher Griff, feingeschichtet, auf Schichtflächen z.T. Glimmerbelag; 20% Mergelstein wie zuvor.";Obere Süßwassermolasse (Tortonien);Sksun;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66764;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;40.0;45.0;100% Mergelstein, mittelmausgrau, gelblichgrau, seltener grünlichgrau, weich bis fest, feingeschichtet, z .T. plattig, selten etwas feinsandig und glimmerführend, z.T. plastisch, z.T. zerbohrt.;Obere Süßwassermolasse (Tortonien);SkpMe;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66765;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;45.0;95.0;"90-100% Mergelstein, gelbgrau, ockergelb, violettrot, mittelgrau, schmutzig braun, grau, z.T. plattig. z.T. zerbohrt, selten etwas feinsandig und auf Schichtflächen glimmerbelegt, fest, z.T. hart; 0-10% Feinsandstein bis Feinmittelsandstein, mergelig, gelbgrau, fest bis zerreibbar, z.T. zerbohrt.";Obere Süßwassermolasse (Tortonien);SkpMe;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66766;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;95.0;100.0;"90% Feinmittelsandstein bis Mittelsandstein, schmutziggelbgrau bis mittelgrau, mergelig und kalkig, glimmerführend, etwas geschichtet, dunkle und bunte Körner bis 15%, etwas absandend, fest, z.T. zerbohrt mit weißlichem, kalkigem Pulver z.T. in lockeren Körnern; 10 % Mergelstein wie zuvor.";Obere Süßwassermolasse (Tortonien);Sksun;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66767;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;100.0;105.0;95% Mergelstein wie zuvor, 5% Feinmittelsandstein wie zuvor.;Obere Süßwassermolasse (Tortonien);SkpMe;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66776;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;105.0;110.0;100% Mergelstein wie zuvor.;Obere Süßwassermolasse (Tortonien);SkpMe;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66777;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;110.0;115.0;95% Kalkmergelstein, schwach dolomitisch, mittelgrau, hellblunt, z.T. dunkelbunt, fest, splitterig 5% Feinmittelsandstein, schmutziggrau bis mittelgrau, stark kalkig, dunkle und bunte Körner bis 15%, wenig glimmerführend, hart, splitterig.;Obere Süßwassermolasse (Tortonien);SkpKa;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66778;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;115.0;120.0;"95% Mergelstein, mittelgrau bis dunkel grau, selten bunt, fest bis weich, z.T. auch hellgrau und beige, gelb, zerbohrt; 5% Feinmittelsandstein wie zuvor.";Obere Süßwassermolasse (Tortonien);SkpMe;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66775;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;120.0;125.0;"70 % Kalkmergelstein, schwach dolomitisch wie zuvor; 25% Mergelstein, weich wie zuvor; 5% Feinmittelsandstein wie zuvor, z.T. stärker glimmerführend und gut absandend.";Obere Süßwassermolasse (Tortonien);SkpKa;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66779;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;125.0;130.0;"80% Mergelstein wie zuvor; 10% Kalkmergelstein, schwach dolomitisch, wie zuvor 10% Feinmittelsandstein, fest bis weich, starkglimmerhaltig, kalkig.";Obere Süßwassermolasse (Tortonien);SkpMe;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66780;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;130.0;135.0;"95% Kalkmergelstein, schwach dolomitisch;5% Mergelstein und Sandstein wie zuvor.";Obere Süßwassermolasse (Tortonien);SkpKa;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66781;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;135.0;140.0;"50% Mergelstein, zerbohrt, sonst wie zuvor; 40% Kalkmergelstein wie zuvor; 10% Sandstein wie zuvor, 1 mm großer Schalenrest (?Schnecke).";Obere Süßwassermolasse (Tortonien);SkpMe;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66782;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;140.0;150.0;100% Mergelstein wie zuvor, meist zerbohrt, gelbliche Töne vorherrschend, selten auch mittelgrau, wenige Bröckchen Sandstein wie zuvor.;Obere Süßwassermolasse (Tortonien);SkpMe;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66783;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;150.0;155.0;100% Mergelstein wie zuvor, vorwiegend gelbbraun, rostbraun, dunkelbeige, meist zerbohrt. Wenige Brocken Sandstein und Kalkmergelstein, schwach dolomitisch, sonst wie zuvor.;Obere Süßwassermolasse (Tortonien);SkpMe;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66784;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;155.0;165.0;"95% Mergelstein, hellmittlgrau, und Kalkmergelstein, schwach dolomitisch, mittelgrau; 5% Sandstein, kalkig wie zuvor; wenige Brocken Mergelstein, dunkelgrau, bröckelig, sowie Kalkmergelstein, beige, hart.";Obere Süßwassermolasse (Tortonien);SkpMe;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66785;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;165.0;170.0;"75% Mergelstein, hellmittelgrau, weich, feinsandig, selten etwas glimmerstaubig, meist zerbohrt; 20% Kalkmergelstein, mittelbeige bis grau, selten bräunlichgrau, fest, hart, etwas geschichtet, plattig, z.T. etwas dolomitisch; 5% Sandstein wie zuvor; wenige Brocken Mergelstein, ockergelb bis rostrotgefleckt, weich, bröckelig; wenige Brocken Mergelstein, dunkelgrauschwarz, blätterig, weich, schwach feinsandig und kaum glimmerstäubig, kohlig.";Obere Süßwassermolasse (Tortonien);SkpMe;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66786;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;170.0;175.0;"50% Mergelstein, hellmittelgrau wie zuvor; 40% Kalkmergelstein, hellbunt, sonst wie zuvor; 10% Feinsandstein, hellgrau, mittelhart, feingeschichtet, Schichtflächen mit Feinglimmer belegt, kalkig, kaum mergelig; wenige Brocken Mittelfeinsandstein, mittelgrau, mäßig kalkig, kaum glimmerhaltig, fest, bröckelig ""zuckerkörnig""(?authigener Quarz?).";Obere Süßwassermolasse (Tortonien);SkpMe;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66787;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;175.0;180.0;"60% Feinsandstein, hellgrau, hellbeige und gelblichgrau sonst wie zuvor, z.T. etwas mergelig; 15% Mergelstein wie zuvor; 15% Kalkmergelstein wie zuvor; 10% Mittelfeinsandstein, mittelgrau und schmutziggraugelb sonst wie zuvor. Wenige Brocken Mergelstein, dunkelgrauschwarz, blätterig, ?kohlig.";Obere Süßwassermolasse (Tortonien);Sksun;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66803;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;180.0;195.0;"60% Kalkmergelstein, beigebraun, mittelbraungrau, selten rotbraun, mittelgrau, z.T. etwas feinsandig, schwach dolomitisch, fest bis hart, splitterig, wenige Brocken kaum glimmerstaubig; 10-30% Mittelsandstein, schmutziggelbgrau, hellgrau, selten mittelgrau, kalkig, schwach mergelig, dunkle und bunte (meist rote) Körner bis ca. 15 %,fest, schwach absandend; 10-20% Feinsandstein, kalkig, glimmerhaltig wie zuvor; 10-20% Mergelstein, hellbunt, weich wie zuvor. Selten wenige Brocken ?kohliger schwarzgrauer blättriger Mergelstein.";Obere Süßwassermolasse (Tortonien);SkpKa;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66804;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;195.0;205.0;"70% Mergelstein, hellbunt, weich, meist gelblichgrau, selten schwach feinsandig, kaum glimmerstaubig, meist zerbohrt; 20% Kalkmergelstein wie zuvor; 10% Mittelsandstein und Feinsandstein wie zuvor.";Obere Süßwassermolasse (Tortonien);SkpMe;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66805;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;205.0;220.0;"60% Kalkmergelstein wie zuvor; 30% Feinsandstein wie zuvor; 5% Mittelsandstein wie zuvor; 5% Mergelstein wie zuvor. In Sp. 215 m mehrere Brocken Mergelstein, schwarzgrau mit einzelnen Feinsandkörnern und Feinglimmerblättchen.";Obere Süßwassermolasse (Tortonien);SkpKa;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66802;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;220.0;225.0;"50% Kalkmergelstein wie zuvor; 25% Mergelstein wie zuvor; 15% Mergelstein, mittelbunt und dunkelbunt, weich, z.T. schwach feinsandig und feinglimmerhaltig; 10% Mittelsandstein wie zuvor, aber stark zerbohrt, und wenige Brocken Feinsandstein wie zuvor.";Obere Süßwassermolasse (Tortonien);SkpKa;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66806;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;225.0;235.0;"60% Kalkmergelstein, stark feinsandig, sonst wie zuvor, Übergänge in Kalksandstein; 30% Feinsandstein wie zuvor; 10% Mergelstein, mittelbunt und hellbunt wie zuvor.";Obere Süßwassermolasse (Tortonien);SkpKa;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66807;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;235.0;240.0;"70% Kalkmergelstein wie zuvor; 15% Mittelsandstein wie zuvor; 15% Mergelstein hellbunt, zerbohrt wie zuvor.";Obere Süßwassermolasse (Tortonien);SkpKa;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66808;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;240.0;250.0;"70% Kalkmergelstein bis Kalksandstein, feinkörnig wie zuvor; 20% Mittelsandstein, kalkig, fest, z.T. gut absandend, kaum glimmerführend, dunkle und bunte (vor allem rötliche und grüne) Körner bis zu 20%; 10% Mergelstein, hellbunt wie zuvor, seltener  auch etwas bräunliche und mittelgraue feste Brocken, z.T. feingeschichtet.";Obere Süßwassermolasse (Tortonien);SkpKa;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66809;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;250.0;265.0;"80% Kalkmergelstein, selten feinsandig, etwas dolomitisch, sonst wie zuvor; 5 -10% Mergelstein, hellbunt, meist zerbohrt wie zuvor; 5 -15% Feinsandstein und Mittelfeinsandstein, kalkig bis schwach mergelig, meist fest, z.T. gelblichgrau, z.T. hellgrau, seltener dunkelrot braune Töne, dunkle und bunte Körner bis 15%; besonders in mittelkörniger Varietät, z.T. stark glimmerführend, 0-5% Tonmergelstein, dunkelgrau, z.T. schwarzgrau, weich bis fest, feingeschichtet, schwach glimmerstaubig.";Obere Süßwassermolasse (Tortonien);SkpKa;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66810;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;265.0;280.0;"60% Feinsandstein, kalkig, mergelig, meist schmutziggrau, feingeschichtet, fest bis zerreibbar, auf Schichtflächen meist mit Feinglimmerbelägen; 20% Mittelsandstein, mergelig bis kalkig, mittelschmutziggrau, stark glimmerführend, z.T. zerreibbar; 20% Kalkmergelstein wie zuvor, wenige Brocken Tonmergelstein wie zuvor, in Sp. 280 m mehrere Brocken feinsandiger Kalkmergelstein, dunkelgraubraun, mittelhart, und wenige Brocken Mergelstein, fein geschichtet, weich, blätterig; wechselnd zahlreiche Brocken zerbohrter hellbunter Mergelsteine wie zuvor.";Obere Süßwassermolasse (Tortonien);Sksun;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66811;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;280.0;290.0;"60% Kalkmergelstein wie zuvor; 30% Feinsandstein, wie zuvor; 10% Mergelstein, hellbunt, weich, zerbohrt. Mehrere Brocken Mittel- bis Grobsandstein, schwach verfestigt wie zuvor.";Obere Süßwassermolasse (Tortonien);SkpKa;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66812;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;290.0;300.0;"50% Feinsandstein wie zuvor, ca.10% ockerorange, ca.10% hellgrau; 30-40% Kalkmergelstein, hell bunt wie zuvor; 5-10% Mergelstein, hellbunt wie zuvor, meisthellgrau; 5% Tonmergelstein, schwarzgrau, ?kohlig, z.T. schwach feinsandig und glimmerstaubig, meist fest. Wenige Brocken Mittel- bis Grobsandstein wie zuvor.";Obere Süßwassermolasse (Tortonien);SksSm;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66813;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;300.0;310.0;Wie zuvor, doch 10% Mittel- bis Grobsandstein wie zuvor, dunkle Körner bis ca. 10%, z.T. etwas besser geschichtet und verfestigt.;Obere Süßwassermolasse (Tortonien);Sksun;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66814;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;310.0;315.0;"30% Mittel- bis Grobsandstein, hellbeige bisschmutziggrau, kalkig bis schwach mergelig, fest, z.T. etwas geschichtet, durchweg mäßig glimmerhaltig, dunkle Körner bis ca. 10%; 30% Kalkmergelstein, dunkelbunt, schwach dolomitig fest, etwas feingeschichtet; 20% Mergelstein, hellbunt, weich, meist zerbohrt; 10% Feinsandstein, hellbunt, meist aber hellbeige, grau und ockergelb, kalkig, wenig mergelig, fest, z.T. geschichtet, meist Schichtflächen glimmerbelegt, z.T. auch zerreibbar; 10% Tonmergelstein, schwach feinsandig, glimmerstaubig, ?kohlig, fest bis hart, z.T. etwas blätterig.";Obere Süßwassermolasse (Tortonien);SksSm;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66816;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;315.0;330.0;"70% Kalkmergelstein wie zuvor, aber meist hell bis mittelgrau, z.T. auch beigebraun, in kalkigen Feinsandstein übergehend, meist Schichtflächenstark glimmerbelegt (Flotationstypus); 30% Mergelstein bis Mittelsandstein wie zuvor; wenige Brocken Tonmergelstein, kohlig wie zuvor.";Obere Süßwassermolasse (Tortonien);SkpKa;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66817;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;330.0;335.0;"65% Mergelstein, hellbunt, meist hellgrau, mittelblaugrau und hellbeige, weich, zerbohrt; 35% Feinsandstein und Kalkmergelstein wie zuvor; Wenige Brocken Tonmergelstein, ?kohlig wie zuvor, z.T. etwas bräunlich, wenige Brocken Mittelsandstein wie zuvor.";Obere Süßwassermolasse (Tortonien);SkpMe;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66818;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;335.0;340.0;"70% Feinsandstein und Kalkmergelstein wie zuvor; 30% Mergelstein, hellbunt, zerbohrt wie zuvor. Wenige Brocken Tonmergelstein wie zuvor.";Obere Süßwassermolasse (Tortonien);SksSm;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66815;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;340.0;350.0;"90%  Mergelstein, hellbunt, in Sp. 345 m schwachrötlich, in Sp. 350 m hellschmutziggelbgraue Töne, sonst wie zuvor, zerbohrt; 10% Feinsandstein und Kalkmergelstein wie zuvor. Wenige Brocken Mittelsandstein wie zuvor.";Obere Süßwassermolasse (Tortonien);SkpMe;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66819;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;350.0;365.0;"70% Mergelstein, hellgrünlichgrau, gelbgrau, z.T. etwas rötlichweiß gefleckt, weich, zerbohrt; 20% Kalkmergelstein, z.T. rotbraun, z.T. etwas rot gefleckt, gelbocker, sonst wie zuvor; 10% Feinsandstein bis Mittelsandstein, kalkig, etwas mergelig, glimmerführend, z.T. zerreibbar. Wenige Brocken Tonmergelstein, ?kohlig wie zuvor.";Obere Süßwassermolasse (Tortonien);SkpMe;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66820;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;365.0;372.0;"70% Feinsandstein bis Feinmittelsandstein, hellschmutziggrau, kalkig, mäßig fest, z.T. zerbohrt mit weißlichem kalkigem Pulver, dunkle meist rötliche Körner bis 10%, kaum glimmerhaltig; 30% Kalkmergelstein bis Feinsandstein, kalkig bis mergelig wie zuvor. Wenige Brocken Tonmergelstein, dunkelgrau bis schwarzgrau, z.T. etwas fein sandig und glimmerführend, fest bis hart.
372 m Schichtgrenze (s. Notizen)";Obere Süßwassermolasse (Tortonien);SksSm;;nmsT;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
66821;2675522.0;1224593.0;461.0;Huenenberg-1;Huenenberg-1;4VE4GYC800;1965-09-05;B;geotherm;f;3288.0;372.0;390.0;"85-95% Mergelstein, hellgrau bis hellgrünlichgrau, z.T. schwach ockergelb und beige gefleckt, meist fest, z.T. etwas feingeschichtet und blätterig, weich; 5-15% Feinsandstein und Feinmittelsandig sowie Kalkmergelstein bis Feinsandstein wie zuvor. Wenige Brocken Mergelstein, mittelegrau, fein geschichtet, hart; in Sp. 390 m (nach Meißelwechsel) ca. 70% Nachfall wie in Sp. 365 m und ?kristalline Gerölle.";Obere Meeresmolasse (Helvétien + Burdigalien);SkpMe;;nm;;;;;POINT (2675522 1224593);POINT (8.434745790989172 47.16798915345974);8.434745790989172;47.16798915345974
